ticker,date,shifted
JAZZ,2010-10-11,-0.1599976122379303
ASRT,2011-01-28,0.901583731174469
ASRT,2011-04-29,0.5981871485710144
SGEN,2011-08-19,0.3131023645401001
PCRX,2011-10-31,0.6339650750160217
INCY,2011-11-16,0.8787140846252441
HALO,2011-12-08,0.0447227135300636
CRIS,2012-01-30,0.5162480473518372
CORT,2012-02-17,0.1154553294181823
PLX,2012-05-01,0.8542802929878235
EBS,2012-05-17,0.8872442245483398
SUPN,2012-10-22,-0.7133146524429321
EXEL,2012-11-29,0.7555480003356934
NAVB,2013-03-13,0.9230948686599731
ASRT,2013-05-31,0.9002429842948914
AVDL,2013-06-03,0.9464906454086304
TBPH,2013-06-21,-0.3505508303642273
SUPN,2013-08-19,0.9404237866401672
HALO,2013-10-14,-0.5254683494567871
ABBV,2013-11-13,0.9315096139907836
VNDA,2014-01-31,0.6873170733451843
ABBV,2014-02-12,0.9362404346466064
DRRX,2014-02-12,-0.7749227285385132
OMER,2014-06-02,0.5567784905433655
COLL,2014-06-06,0.9066792130470276
MNKD,2014-06-27,0.9120713472366332
EGRX,2014-07-02,0.9079836010932922
ASRT,2014-07-07,0.9445252418518066
EGRX,2014-07-23,0.9439130425453186
AKBA,2014-09-05,0.8975180983543396
HALO,2014-09-12,0.7292438745498657
NKTR,2014-09-16,0.2319701910018921
INCY,2014-12-04,0.9497845768928528
ABBV,2014-12-19,-0.8136988282203674
ENTA,2014-12-19,0.1570912450551986
VRTX,2014-12-29,-0.0661347955465316
ABBV,2015-01-29,0.9485793113708496
ABBV,2015-01-29,0.9471827149391174
VRTX,2015-03-17,0.9491082429885864
NKTR,2015-03-17,-0.7942506074905396
AMGN,2015-04-15,0.7260019183158875
JNJ,2015-04-16,0.9454392194747924
TBPH,2015-04-30,0.0418336987495422
VRTX,2015-07-02,0.9425547122955322
SGEN,2015-08-17,-0.1088763624429702
MACK,2015-10-22,-0.333338975906372
COLL,2015-10-25,0.9130097031593324
EXEL,2015-11-10,0.9450598359107972
NKTR,2015-11-16,-0.433925062417984
EBS,2015-11-24,0.9474726319313048
CHRS,2016-01-11,0.94588303565979
BMRN,2016-01-14,0.945024847984314
VRTX,2016-02-05,0.9081884622573853
JAZZ,2016-03-14,0.949350357055664
ASRT,2016-03-15,0.9279619455337524
EGRX,2016-03-18,0.9238553643226624
EXEL,2016-04-25,0.9279367327690125
ACAD,2016-04-29,0.9253023266792296
ACAD,2016-04-29,0.4337303936481476
AVDL,2016-05-02,0.9056409001350404
VNDA,2016-05-26,-0.0458853803575038
ICPT,2016-05-27,0.8584402203559875
MRNS,2016-06-13,0.9454199075698853
OPK,2016-06-21,0.8926499485969543
LNTH,2016-07-19,0.9239570498466492
HRTX,2016-08-10,0.9437525272369384
NVAX,2016-09-15,-0.5886095762252808
SRPT,2016-09-19,0.9427999258041382
TENX,2016-10-05,-0.731323778629303
ACOR,2016-11-21,0.097208634018898
AVTX,2016-11-29,0.792275071144104
COLL,2016-12-13,0.9066792130470276
VTVT,2016-12-14,0.8682868480682373
IONS,2016-12-23,0.946135938167572
FGEN,2017-01-17,-0.536665141582489
NBIX,2017-01-18,0.6597464680671692
ABBV,2017-01-19,0.0416439324617385
ABBV,2017-01-19,0.9488641619682312
TENX,2017-01-31,0.4950026869773865
JAZZ,2017-02-07,0.1204600632190704
AMGN,2017-02-07,0.9488876461982728
JNJ,2017-02-08,0.941973090171814
BHC,2017-02-15,0.0931058526039123
CDTX,2017-02-21,0.0243730247020721
CMRX,2017-02-22,-0.0540529042482376
BMY,2017-02-22,0.8507388830184937
MRK,2017-03-01,0.9442803859710692
PTCT,2017-03-02,0.3959320783615112
KPTI,2017-03-02,0.9311310648918152
MRK,2017-03-14,0.7708890438079834
JAZZ,2017-03-20,0.9400660395622252
PFE,2017-03-23,0.9407819509506226
REGN,2017-03-28,0.9453617930412292
PFE,2017-03-31,0.9413925409317015
SUPN,2017-04-05,-0.7878897190093994
NKTR,2017-04-05,0.9138981103897096
MRK,2017-04-07,0.8926586508750916
NBIX,2017-04-11,0.9482095241546632
MRK,2017-04-21,0.9437300562858582
XOMA,2017-04-24,0.4695467948913574
REGN,2017-04-25,0.1847965866327285
BMRN,2017-04-27,0.9467944502830504
PFE,2017-05-09,0.944027543067932
MRK,2017-05-10,0.9326106309890748
CAPR,2017-05-12,0.9077326655387878
MRK,2017-05-18,-0.5207231640815735
REGN,2017-05-22,0.9466540217399596
MRK,2017-05-23,0.9379037022590636
MRK,2017-05-30,0.9386540651321412
ALKS,2017-06-06,-0.5966822504997253
MRK,2017-06-12,0.949406087398529
JNJ,2017-06-16,0.9485724568367004
AYTU,2017-06-19,0.9280376434326172
HALO,2017-06-22,0.9413925409317015
XENE,2017-06-27,0.685059130191803
AMGN,2017-06-29,0.9438812136650084
BMY,2017-07-06,-0.0559542253613472
RCKT,2017-07-07,0.6738399863243103
AMGN,2017-07-11,0.2828233540058136
JNJ,2017-07-13,0.9384533762931824
PBYI,2017-07-17,0.6190722584724426
GILD,2017-07-18,0.940576672554016
MRK,2017-07-24,0.8598739504814148
BMY,2017-08-01,0.9477719068527222
ACRX,2017-08-01,0.9451764822006226
JNJ,2017-08-02,0.8453094959259033
ABBV,2017-08-02,0.947579026222229
TBPH,2017-08-02,-0.7836255431175232
ABBV,2017-08-03,0.9240214228630066
ENTA,2017-08-03,-0.7310442328453064
HRMY,2017-08-07,0.7327957153320312
REGN,2017-08-14,0.9398027658462524
HRMY,2017-08-14,0.8681929707527161
PFE,2017-08-17,-0.8707720637321472
IRWD,2017-08-21,0.1089820563793182
RARE,2017-08-22,0.9248650074005128
PFE,2017-09-01,0.9478561282157898
SAGE,2017-09-12,0.8930551409721375
ABBV,2017-09-14,0.9115886688232422
AMGN,2017-09-14,0.9463169574737548
AYTU,2017-09-15,0.931126356124878
OPTN,2017-09-17,0.8097331523895264
INVA,2017-09-18,-0.5579357147216797
ARAV,2017-09-21,0.8886789083480835
BCRX,2017-09-21,0.93831866979599
JNJ,2017-09-22,-0.4248892664909363
PRTA,2017-09-28,-0.6740761995315552
ABBV,2017-10-03,0.7267502546310425
VTRS,2017-10-04,0.94713693857193
LLY,2017-10-04,0.9298487305641174
NBIX,2017-10-05,0.9380926489830016
PFE,2017-10-12,0.7187861800193787
JNJ,2017-10-13,0.9350939393043518
JNJ,2017-10-20,0.9441154599189758
JNJ,2017-10-20,0.9494948387145996
EGRX,2017-10-27,0.919394552707672
BMY,2017-10-28,0.9482496976852416
MNOV,2017-10-28,0.5564023852348328
MNOV,2017-10-28,-0.1909737586975097
BHC,2017-11-02,0.9441853761672974
COLL,2017-11-07,-0.3519222438335418
AKBA,2017-11-07,0.783287763595581
MRK,2017-11-09,0.9503331780433656
SAGE,2017-11-09,0.9286335110664368
DVAX,2017-11-09,0.3542555570602417
SGEN,2017-11-09,-0.8448940515518188
INO,2017-11-10,0.8448350429534912
BMY,2017-11-10,0.9418127536773682
ABBV,2017-11-13,0.9435754418373108
ACOR,2017-11-15,0.097208634018898
RARE,2017-11-15,0.9454976320266724
ACOR,2017-11-15,0.9478643536567688
PFE,2017-11-16,0.9467598795890808
NKTR,2017-11-24,-0.744857907295227
PFE,2017-11-28,0.6090282201766968
LLY,2017-12-01,0.7808830738067627
VTRS,2017-12-01,0.9156727194786072
LLY,2017-12-08,0.9326106309890748
PFE,2017-12-11,0.8061395287513733
PFE,2017-12-13,0.9330063462257384
MRK,2017-12-14,-0.3169181942939758
PFE,2017-12-14,0.9307973980903624
ACRS,2017-12-15,0.6479029059410095
EXEL,2017-12-19,0.901877462863922
PFE,2017-12-19,0.9444659948349
PFE,2017-12-20,0.9471083283424376
MRK,2017-12-20,0.0842655301094055
BMY,2017-12-20,0.8786647319793701
INVA,2017-12-21,0.8815176486968994
BHC,2017-12-22,0.9216254353523254
AMGN,2018-01-05,0.898220419883728
MRK,2018-01-12,0.9484214186668396
EIGR,2018-01-16,0.0617750436067581
AMGN,2018-01-17,0.9471445083618164
LGND,2018-01-17,-0.125748336315155
SAGE,2018-01-31,0.8495957851409912
JNJ,2018-02-08,0.0288114473223686
JNJ,2018-02-08,0.9388223886489868
JNJ,2018-02-14,0.8545196056365967
ZVRA,2018-02-23,0.9469395875930786
BIIB,2018-03-01,0.9293785691261292
SVRA,2018-03-11,0.5488594770431519
LLY,2018-03-26,0.9381273984909058
MNOV,2018-04-02,0.8775349855422974
RIGL,2018-04-03,0.8979479074478149
SGEN,2018-04-04,0.9469649195671082
INCY,2018-04-06,-0.5523847937583923
PCRX,2018-04-06,0.425989419221878
MRK,2018-04-06,0.9182279706001282
PFE,2018-04-10,0.9314348697662354
CLDX,2018-04-16,-0.1721459180116653
RARE,2018-04-17,0.9492823481559752
RIGL,2018-04-17,-0.2281877398490905
NVCR,2018-04-17,0.269449234008789
PRTA,2018-04-23,0.9057693481445312
JNJ,2018-05-07,-0.7902976274490356
BHC,2018-05-07,0.9471523761749268
EXEL,2018-05-10,0.8779556751251221
AMGN,2018-05-17,0.8696215152740479
JNJ,2018-05-18,0.8514267802238464
AMGN,2018-05-21,0.4230022132396698
BMRN,2018-05-24,0.9390447735786438
ABIO,2018-05-27,0.1943578124046325
GILD,2018-05-30,0.9436140060424804
PFE,2018-05-30,0.9295823574066162
TXMD,2018-05-30,0.9464991688728333
MEIP,2018-05-31,0.5268900990486145
LLY,2018-06-01,0.9404267072677612
INCY,2018-06-01,0.946707248687744
AGIO,2018-06-01,0.9427645802497864
MEIP,2018-06-04,0.5725862979888916
AGEN,2018-06-04,0.7557421326637268
VTRS,2018-06-04,0.946519374847412
MRK,2018-06-05,0.9039815068244934
LLY,2018-06-05,-0.1406085193157196
ABBV,2018-06-11,0.9115886688232422
LGND,2018-06-11,0.922751486301422
LLY,2018-06-11,0.9490026831626892
AMGN,2018-06-11,0.922751486301422
MRK,2018-06-12,0.9479520320892334
PLUR,2018-06-12,-0.7445129156112671
MRK,2018-06-13,0.929040789604187
TEVA,2018-06-15,0.9418336749076844
TGTX,2018-06-18,0.682889461517334
HRTX,2018-06-21,0.6701394319534302
MACK,2018-06-25,-0.8638083934783936
PFE,2018-06-27,0.94279545545578
SMMT,2018-06-27,0.8127490878105164
LLY,2018-06-29,0.2274268865585327
TTNP,2018-07-02,-0.011301539838314
ALKS,2018-07-02,0.9277089834213256
JNJ,2018-07-11,0.9427226781845092
ABBV,2018-07-11,0.9435949325561525
BMY,2018-07-11,0.9310649633407592
PFE,2018-07-13,-0.7193629741668701
PULM,2018-07-17,-0.2680010497570038
JNJ,2018-07-18,0.7792165875434875
AGIO,2018-07-20,0.9177946448326112
ABBV,2018-07-24,-0.7902976274490356
NBIX,2018-07-24,0.219463050365448
TNXP,2018-07-27,-0.0436878874897956
DRRX,2018-07-27,-0.7427026033401489
LNTH,2018-07-30,-0.606142520904541
PTGX,2018-08-06,0.2742592990398407
BLPH,2018-08-07,-0.6393647193908691
ALNY,2018-08-10,-0.1672902256250381
FOLD,2018-08-10,-0.6344263553619385
REGN,2018-08-13,0.8735713958740234
BMY,2018-08-17,-0.0387788712978363
IONS,2018-08-27,0.2542937994003296
JNJ,2018-08-27,0.9441289901733398
ABBV,2018-08-27,0.9192100763320924
INVA,2018-08-27,0.4181053042411804
AQST,2018-08-31,0.046584166586399
GILD,2018-09-05,0.9460582733154296
LNTH,2018-09-12,0.929662823677063
ATOS,2018-09-13,0.8963996767997742
TEVA,2018-09-14,-0.054541278630495
SNDX,2018-09-24,-0.7183391451835632
FBIO,2018-09-25,0.7992883920669556
CKPT,2018-09-25,0.9083001017570496
GERN,2018-09-27,0.8500486612319946
INSM,2018-09-28,-0.4313004314899444
PFE,2018-09-28,0.9487191438674928
LLY,2018-09-28,0.9443725943565368
REGN,2018-09-28,-0.5724735260009766
BIIB,2018-09-30,0.4615126550197601
AMGN,2018-10-01,0.9403278827667236
HALO,2018-10-01,0.8844975829124451
LGND,2018-10-01,-0.3446094989776611
CYTK,2018-10-05,0.2656465768814087
IONS,2018-10-05,-0.10451140999794
BHC,2018-10-08,0.9379095435142516
XNCR,2018-10-08,0.5459240078926086
MRK,2018-10-09,0.9332188963890076
BMY,2018-10-12,0.7596660256385803
EYPT,2018-10-15,0.8517170548439026
ALIM,2018-10-15,0.9168002605438232
PFE,2018-10-16,0.9367403984069824
EIGR,2018-10-16,0.1030289158225059
EIGR,2018-10-16,-0.8074124455451965
MACK,2018-10-19,-0.7879724502563477
BIIB,2018-10-23,-0.8005658984184265
RARE,2018-10-26,-0.163163349032402
JAZZ,2018-10-26,0.6836197376251221
TXMD,2018-10-29,0.9458423852920532
MRK,2018-10-30,0.9447516202926636
JNJ,2018-10-30,0.9446110725402832
BMY,2018-11-06,0.7807000875473022
MACK,2018-11-07,0.9294351935386658
CDXS,2018-11-08,-0.6438133120536804
TBPH,2018-11-09,-0.4462443590164184
MRK,2018-11-09,0.7973563075065613
APVO,2018-11-14,-0.2406202554702758
AQST,2018-11-16,0.9242255687713624
SGEN,2018-11-16,0.9424521327018738
EBS,2018-11-19,0.9368996024131776
PFE,2018-11-21,0.9286210536956788
ABBV,2018-11-21,0.9447595477104188
BMY,2018-11-26,0.8266759514808655
LLY,2018-11-26,0.9453047513961792
CPRX,2018-11-28,0.9460013508796692
TEVA,2018-11-28,0.6512605547904968
OCUL,2018-12-03,-0.6082156300544739
NBIX,2018-12-12,-0.0935621857643127
AMGN,2018-12-14,0.9474025964736938
SUPN,2018-12-14,0.8611186742782593
TEVA,2018-12-14,-0.7795443534851074
LLY,2018-12-17,0.9311980605125428
MRK,2018-12-19,0.9475111365318298
MRK,2018-12-19,0.9440582394599916
PFE,2018-12-21,0.933613896369934
BMY,2019-01-02,0.7745760083198547
SAGE,2019-01-07,0.9457600712776184
EXEL,2019-01-14,0.8430545330047607
ABBV,2019-01-28,0.941973090171814
OPK,2019-02-01,-0.6613799333572388
EOLS,2019-02-01,0.813159704208374
GILD,2019-02-11,-0.2406070977449417
LSTA,2019-02-13,-0.0860405713319778
MRK,2019-02-19,0.945991575717926
LLY,2019-02-19,0.9475618004798888
MRK,2019-02-19,0.9429680705070496
PFE,2019-02-19,0.9476147294044496
BHC,2019-02-25,0.9455982446670532
HRTX,2019-02-26,-0.0110454410314559
JNJ,2019-02-27,0.934838593006134
NVAX,2019-02-28,-0.4001365005970001
HALO,2019-02-28,0.9494948387145996
NKTR,2019-03-01,0.8779556751251221
JNJ,2019-03-05,0.9432762861251832
SNDX,2019-03-07,0.4486926794052124
SNDX,2019-03-07,0.904560685157776
BMY,2019-03-08,0.9485766291618348
REGN,2019-03-11,0.9295759201049804
PFE,2019-03-15,0.761349081993103
SAGE,2019-03-19,-0.0707744657993316
ALT,2019-03-19,-0.698358952999115
LGND,2019-03-19,0.9504963159561156
JAZZ,2019-03-20,-0.6515831351280212
BIIB,2019-03-21,0.5122833847999573
OPK,2019-03-21,0.4603566527366638
PFE,2019-04-04,0.9201796054840088
UTHR,2019-04-08,0.611811637878418
AMGN,2019-04-09,0.2089214622974395
MRK,2019-04-11,-0.048959881067276
JNJ,2019-04-12,0.6458261013031006
AXSM,2019-04-15,-0.486104667186737
MBIO,2019-04-17,0.3237346410751343
FBIO,2019-04-17,0.9223697185516356
PFE,2019-04-22,0.9352357387542723
MRK,2019-04-22,-0.3007260859012604
ABBV,2019-04-23,0.9406190514564514
GILD,2019-04-25,-0.7840171456336975
BHC,2019-04-25,0.9359055161476136
MRK,2019-04-25,0.9426462054252625
REGN,2019-04-26,0.91098815202713
VRTX,2019-04-30,0.9348610043525696
AGIO,2019-05-02,0.9310649633407592
PFE,2019-05-06,0.9471083283424376
PFE,2019-05-06,0.9471083283424376
PFE,2019-05-06,0.9471083283424376
PFE,2019-05-06,0.9510200023651124
CMRX,2019-05-09,-0.2049209326505661
REGN,2019-05-13,-0.1726496219635009
LLY,2019-05-13,0.0839733779430389
PFE,2019-05-14,0.9291159510612488
ABBV,2019-05-15,0.9012996554374696
ABBV,2019-05-17,0.9397227168083192
MRK,2019-05-20,0.9363622069358826
OCUL,2019-05-20,0.282240480184555
INCY,2019-05-24,0.7537298798561096
BMY,2019-05-28,0.8273744583129883
CLDX,2019-06-01,-0.2443628758192062
MRK,2019-06-03,0.9474291801452636
LLY,2019-06-04,-0.0184563100337982
INVA,2019-06-06,0.9307782649993896
SGEN,2019-06-10,0.913729965686798
MRK,2019-06-11,0.78749018907547
AMGN,2019-06-13,0.9344982504844666
VBIV,2019-06-17,-0.0084484815597534
IRWD,2019-06-18,-0.4045150876045227
EXEL,2019-06-20,0.936275839805603
ABBV,2019-06-21,0.9477369785308838
VRTX,2019-06-21,0.9390350580215454
OCUL,2019-06-21,0.9462605118751526
NERV,2019-06-24,-0.7457373738288879
BMY,2019-06-24,-0.7646377086639404
ACER,2019-06-25,0.948367476463318
ALDX,2019-06-25,-0.0921649187803268
TMBR,2019-06-25,0.4347549676895141
ZVRA,2019-06-25,0.948367476463318
REGN,2019-06-26,0.219392254948616
VRCA,2019-06-26,0.8749155402183533
ATOS,2019-06-27,0.8110340237617493
TVTX,2019-06-28,0.7060734629631042
JNJ,2019-06-28,0.9180930256843568
PFE,2019-06-28,0.947098672389984
PFE,2019-06-28,-0.8221238851547241
KPTI,2019-07-03,0.133839726448059
ITCI,2019-07-08,0.8368988633155823
ITCI,2019-07-08,-0.7996232509613037
AMGN,2019-07-11,-0.4249917566776275
MRK,2019-07-17,0.9468080401420592
MRKR,2019-07-19,0.8451082706451416
PFE,2019-07-19,-0.6581321358680725
BHVN,2019-07-19,-0.6581321358680725
AMGN,2019-07-19,0.9415427446365356
ACAD,2019-07-22,-0.2804846167564392
PFE,2019-07-23,0.5765505433082581
LGND,2019-07-23,0.9457600712776184
MRNS,2019-07-23,0.2641119956970215
SAGE,2019-07-24,0.9337834119796752
LLY,2019-07-24,0.9370760321617126
JNJ,2019-07-26,0.9217487573623656
ALKS,2019-07-30,0.840997576713562
MRK,2019-07-31,0.9052721858024596
PFE,2019-08-02,0.9493844509124756
GLYC,2019-08-02,-0.1456348747014999
LGND,2019-08-05,0.8971476554870605
VRNA,2019-08-05,0.434335708618164
LLY,2019-08-05,0.4394585192203522
LPTX,2019-08-06,0.809040367603302
ABBV,2019-08-16,0.8569238185882568
BMY,2019-08-16,0.9473869800567628
VNDA,2019-08-19,0.9172534942626952
TVTX,2019-08-22,0.9271436333656312
LLY,2019-08-26,0.907133162021637
ESPR,2019-08-28,0.9472151398658752
BIIB,2019-08-31,0.9332204461097716
ARDX,2019-09-03,0.9446796774864196
ARDS,2019-09-03,-0.0937846824526786
ABBV,2019-09-03,0.6821532845497131
XERS,2019-09-10,0.0007520020008087
ARDX,2019-09-12,-0.1609233766794204
BIIB,2019-09-13,-0.7847510576248169
BIIB,2019-09-13,-0.7939954996109009
BIIB,2019-09-13,-0.7939954996109009
BIIB,2019-09-13,-0.7939954996109009
MRK,2019-09-16,0.9476388692855836
MRK,2019-09-17,0.9497384428977966
JNJ,2019-09-18,0.9487532377243042
HRMY,2019-09-18,0.7440112233161926
MRK,2019-09-20,0.9029345512390136
JNJ,2019-09-26,0.930974781513214
LGND,2019-09-26,-0.5025143623352051
MRNS,2019-09-26,-0.5025143623352051
AGIO,2019-09-30,-0.0456686317920684
JNJ,2019-09-30,0.1561506986618042
GILD,2019-10-03,-0.4087139070034027
LGND,2019-10-07,0.0768420696258544
LLY,2019-10-11,0.9452325701713562
JNJ,2019-10-14,0.4256901741027832
LLY,2019-10-16,-0.1153773069381713
AMGN,2019-10-18,0.947518825531006
JNJ,2019-10-21,0.945297122001648
VRTX,2019-10-21,0.9450368881225586
ETON,2019-10-22,0.947567880153656
GILD,2019-10-24,0.6633211374282837
ABBV,2019-10-24,0.9434534311294556
GILD,2019-10-24,0.9150502681732178
ACRS,2019-10-24,-0.1012158989906311
CYCN,2019-10-30,0.2753413915634155
ALKS,2019-10-30,0.2407151311635971
BIIB,2019-10-30,-0.6191909313201904
HALO,2019-11-04,0.9051045179367064
INO,2019-11-05,0.3090635538101196
SUPN,2019-11-05,0.941901683807373
IBRX,2019-11-07,0.7906743288040161
MRK,2019-11-08,0.9379059076309204
PFE,2019-11-08,0.0468041002750396
BMY,2019-11-08,0.9310649633407592
BMY,2019-11-09,0.9192281365394592
PIRS,2019-11-09,0.7856331467628479
NKTR,2019-11-09,0.5021686553955078
EIGR,2019-11-12,-0.8018687963485718
BGNE,2019-11-14,0.8484479784965515
PFE,2019-11-18,0.9454976320266724
ALNY,2019-11-20,0.8954224586486816
XERS,2019-11-21,0.948951005935669
EBS,2019-11-22,0.8991358280181885
AQST,2019-11-23,0.8010392189025879
ACAD,2019-11-25,-0.6411612629890442
INVA,2019-11-25,0.9477898478507996
BIIB,2019-12-03,-0.3184201121330261
CARA,2019-12-03,0.8305618166923523
AXSM,2019-12-03,0.5226574540138245
SAGE,2019-12-05,-0.428246796131134
AMGN,2019-12-06,0.7234676480293274
BMY,2019-12-09,0.947579026222229
MRK,2019-12-09,0.9473869800567628
SRPT,2019-12-12,0.911350965499878
LLY,2019-12-13,0.9463962316513062
AVDL,2019-12-16,0.8001712560653687
GILD,2019-12-16,-0.3900175988674164
NERV,2019-12-18,-0.0432062745094299
SGEN,2019-12-18,0.9068630337715148
BHC,2019-12-19,0.9473549127578736
ITCI,2019-12-23,0.2042904049158096
ABBV,2019-12-23,0.94452303647995
MRK,2019-12-30,0.7251191139221191
INCY,2020-01-02,0.9481642246246338
DRRX,2020-01-02,0.946679949760437
MRK,2020-01-06,0.8948727250099182
MRK,2020-01-08,0.476073682308197
BPMC,2020-01-09,0.9478476643562316
REGN,2020-01-09,0.2024951875209808
VERU,2020-01-13,0.5773179531097412
ELOX,2020-01-14,0.6995317339897156
BGNE,2020-01-21,0.9453169703483582
AMGN,2020-01-21,0.6523087024688721
MRK,2020-01-27,0.9484525918960572
LLY,2020-01-27,0.3051933646202087
UTHR,2020-02-03,0.9480332732200624
LNTH,2020-02-03,-0.3746416568756103
PFE,2020-02-10,-0.6963936686515808
BHVN,2020-02-10,0.6090282201766968
LLY,2020-02-10,0.9475005269050598
MRTX,2020-02-15,0.8568346500396729
TEVA,2020-02-19,0.94556725025177
LLY,2020-02-21,0.916783332824707
ESPR,2020-02-21,0.8037534356117249
SUPN,2020-02-25,0.947345495223999
ESPR,2020-02-26,0.9410365223884584
PBYI,2020-02-26,0.0605445280671119
PFE,2020-02-27,0.9424676299095154
BMY,2020-03-09,0.9030866622924804
TCON,2020-03-09,0.769925057888031
MRK,2020-03-09,0.1687033921480178
BMY,2020-03-11,0.946705400943756
SVRA,2020-03-12,-0.7259544134140015
PFE,2020-03-13,0.9417949914932252
GILD,2020-03-19,0.9455405473709106
LLY,2020-03-20,0.942825734615326
NVAX,2020-03-24,0.9310576915740968
BMY,2020-03-25,0.4765516817569732
RMTI,2020-03-27,0.914392113685608
IGXT,2020-03-27,0.9406190514564514
BIIB,2020-03-30,0.8930551409721375
IMVT,2020-03-30,0.778539776802063
LLY,2020-03-30,0.9481672644615172
CTMX,2020-03-30,0.7064907550811768
BHC,2020-03-31,0.9287227988243104
MRK,2020-04-03,0.7799755334854126
BMY,2020-04-03,0.9448652267456056
PFE,2020-04-08,0.9328780174255372
MRK,2020-04-13,0.9481405019760132
URGN,2020-04-15,-0.4980347156524658
INCY,2020-04-17,-0.7637001276016235
SGEN,2020-04-17,0.947282075881958
JNJ,2020-04-21,0.9411671161651612
ABBV,2020-04-21,0.8617268800735474
BIIB,2020-04-22,-0.6882883310317993
GILD,2020-04-22,-0.7738568782806396
KNSA,2020-04-22,0.9488008618354796
REGN,2020-04-27,0.8761029243469238
NBIX,2020-04-27,-0.5418546199798584
VCNX,2020-04-27,0.3097591400146484
UTHR,2020-04-28,-0.0874314755201339
BPMC,2020-04-28,0.0009067915380001
ZLAB,2020-04-29,0.854990541934967
AMGN,2020-04-30,0.9477165937423706
HALO,2020-05-01,0.9459839463233948
JNJ,2020-05-01,0.6174249053001404
SUPN,2020-05-05,-0.8172751665115356
INCY,2020-05-06,-0.1352898180484771
ENTA,2020-05-06,-0.5932087898254395
MRK,2020-05-08,0.8524126410484314
